Engine Name	Listing Title	Meta Title	URL Slug	Compatible Models	Distinguishing Fact	Application FAQ	Used Price (£)	Recon Price (£)	SKU	Price Basis															
BMW B38	Reconditioned BMW B38 Engine — 1 Series F21 (118i) Hatchback 2015-2019	B38 F21 118i Recon	b38/bmw-1-series-f21-118i-hatchback-2015-recon	1 Series Hatchback (F21) 2015-2019 — 118i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	—	£2,340	B38-RECON-F21-118I-HATCH	Group 1 base £2,600 × 0.90 = £2,340 (low output)			
BMW B38	Used BMW B38 Engine — 1 Series F40 (116i) Hatchback 2019-present	B38 F40 116i Used	b38/bmw-1-series-f40-116i-hatchback-2019	1 Series Hatchback (F40) 2019-present — 116i (109 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	£1,705	£2,340	B38-USED-F40-116I-HATCH	Group 1 base £1,895 × 0.90 = £1,705 (low output)			
BMW B38	Reconditioned BMW B38 Engine — 1 Series F40 (116i) Hatchback 2019-present	B38 F40 116i Recon	b38/bmw-1-series-f40-116i-hatchback-2019-recon	1 Series Hatchback (F40) 2019-present — 116i (109 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	—	£2,340	B38-RECON-F40-116I-HATCH	Group 1 base £2,600 × 0.90 = £2,340 (low output)			
BMW B38	Used BMW B38 Engine — 1 Series F40 (118i) Hatchback 2019-present	B38 F40 118i Used	b38/bmw-1-series-f40-118i-hatchback-2019	1 Series Hatchback (F40) 2019-present — 118i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	£1,705	£2,340	B38-USED-F40-118I-HATCH	Group 1 base £1,895 × 0.90 = £1,705 (low output)			
BMW B38	Reconditioned BMW B38 Engine — 1 Series F40 (118i) Hatchback 2019-present	B38 F40 118i Recon	b38/bmw-1-series-f40-118i-hatchback-2019-recon	1 Series Hatchback (F40) 2019-present — 118i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	—	£2,340	B38-RECON-F40-118I-HATCH	Group 1 base £2,600 × 0.90 = £2,340 (low output)			
BMW B38	Used BMW B38 Engine — 2 Series F22 (218i) Coupé 2015-2021	B38 F22 218i Used	b38/bmw-2-series-f22-218i-coupe-2015	2 Series Coupé (F22) 2015-2021 — 218i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	£1,705	£2,340	B38-USED-F22-218I-COUPE	Group 1 base £1,895 × 0.90 = £1,705 (low output)			
BMW B38	Reconditioned BMW B38 Engine — 2 Series F22 (218i) Coupé 2015-2021	B38 F22 218i Recon	b38/bmw-2-series-f22-218i-coupe-2015-recon	2 Series Coupé (F22) 2015-2021 — 218i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	—	£2,340	B38-RECON-F22-218I-COUPE	Group 1 base £2,600 × 0.90 = £2,340 (low output)			
BMW B38	Used BMW B38 Engine — 2 Series F23 (218i) Convertible 2015-2021	B38 F23 218i Used	b38/bmw-2-series-f23-218i-convertible-2015	2 Series Convertible (F23) 2015-2021 — 218i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	£1,705	£2,340	B38-USED-F23-218I-CONVERTIBLE	Group 1 base £1,895 × 0.90 = £1,705 (low output)			
BMW B38	Reconditioned BMW B38 Engine — 2 Series F23 (218i) Convertible 2015-2021	B38 F23 218i Recon	b38/bmw-2-series-f23-218i-convertible-2015-recon	2 Series Convertible (F23) 2015-2021 — 218i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	—	£2,340	B38-RECON-F23-218I-CONVERTIBLE	Group 1 base £2,600 × 0.90 = £2,340 (low output)			
BMW B38	Used BMW B38 Engine — 2 Series F44 (218i) Gran Coupé 2020-present	B38 F44 218i Used	b38/bmw-2-series-f44-218i-gran-coupe-2020	2 Series Gran Coupé (F44) 2020-present — 218i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	£1,705	£2,340	B38-USED-F44-218I-GRANCOUPE	Group 1 base £1,895 × 0.90 = £1,705 (low output)			
BMW B38	Reconditioned BMW B38 Engine — 2 Series F44 (218i) Gran Coupé 2020-present	B38 F44 218i Recon	b38/bmw-2-series-f44-218i-gran-coupe-2020-recon	2 Series Gran Coupé (F44) 2020-present — 218i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	—	£2,340	B38-RECON-F44-218I-GRANCOUPE	Group 1 base £2,600 × 0.90 = £2,340 (low output)			
BMW B38	Used BMW B38 Engine — 3 Series F30 (318i) Saloon 2015-2019	B38 F30 318i Used	b38/bmw-3-series-f30-318i-saloon-2015	3 Series Saloon (F30) 2015-2019 — 318i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	£1,705	£2,340	B38-USED-F30-318I-SALOON	Group 1 base £1,895 × 0.90 = £1,705 (low output)			
BMW B38	Reconditioned BMW B38 Engine — 3 Series F30 (318i) Saloon 2015-2019	B38 F30 318i Recon	b38/bmw-3-series-f30-318i-saloon-2015-recon	3 Series Saloon (F30) 2015-2019 — 318i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	—	£2,340	B38-RECON-F30-318I-SALOON	Group 1 base £2,600 × 0.90 = £2,340 (low output)			
BMW B38	Used BMW B38 Engine — 3 Series F31 (318i) Estate 2015-2019	B38 F31 318i Used	b38/bmw-3-series-f31-318i-estate-2015	3 Series Estate (F31) 2015-2019 — 318i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	£1,705	£2,340	B38-USED-F31-318I-ESTATE	Group 1 base £1,895 × 0.90 = £1,705 (low output)			
BMW B38	Reconditioned BMW B38 Engine — 3 Series F31 (318i) Estate 2015-2019	B38 F31 318i Recon	b38/bmw-3-series-f31-318i-estate-2015-recon	3 Series Estate (F31) 2015-2019 — 318i (136 hp)	Longitudinal B38 in 1 Series (F20/F21) and 2 Series (F22/F23/F44) and 3 Series (F30 LCI), replacing N13 from 2015.	Does the F30 318i use the same B38 as the F20 118i? — Yes, both use the B38A15 architecture with longitudinal mounting; output varies by tune (116i 109hp, 118i 136hp, 318i 136hp). Verify by VIN.	—	£2,340	B38-RECON-F31-318I-ESTATE	Group 1 base £2,600 × 0.90 = £2,340 (low output)			
BMW B38	Used BMW B38 Engine — X1 F48 (sDrive18i) SUV 2015-2022	B38 F48 sDrive18i Used	b38/bmw-x1-f48-sdrive18i-suv-2015	X1 SUV (F48) 2015-2022 — sDrive18i (136 hp)	The B38 in the X1 (F48/U11/U12) and X2 (F39/U10) is mounted longitudinally in an SUV chassis, offering the same 136 hp output as the 118i.	Does the X1 sDrive18i use the same engine as the 1 Series 118i? — Yes, both use the B38A15 architecture. The X1 application has different engine mounts and ancillaries for SUV fitment. Verify chassis code F48/U11/U12 or F39/U10.	£1,795	£2,430	B38-USED-F48-SDRIVE18I-SUV	Group 2 base £1,995 × 0.90 = £1,795 (low output)			
BMW B38	Reconditioned BMW B38 Engine — X1 F48 (sDrive18i) SUV 2015-2022	B38 F48 sDrive18i Recon	b38/bmw-x1-f48-sdrive18i-suv-2015-recon	X1 SUV (F48) 2015-2022 — sDrive18i (136 hp)	The B38 in the X1 (F48/U11/U12) and X2 (F39/U10) is mounted longitudinally in an SUV chassis, offering the same 136 hp output as the 118i.	Does the X1 sDrive18i use the same engine as the 1 Series 118i? — Yes, both use the B38A15 architecture. The X1 application has different engine mounts and ancillaries for SUV fitment. Verify chassis code F48/U11/U12 or F39/U10.	—	£2,430	B38-RECON-F48-SDRIVE18I-SUV	Group 2 base £2,700 × 0.90 = £2,430 (low output)			
BMW B38	Used BMW B38 Engine — X1 U11 (sDrive18i) SUV 2022-present	B38 U11 sDrive18i Used	b38/bmw-x1-u11-sdrive18i-suv-2022	X1 SUV (U11) 2022-present — sDrive18i (136 hp)	The B38 in the X1 (F48/U11/U12) and X2 (F39/U10) is mounted longitudinally in an SUV chassis, offering the same 136 hp output as the 118i.	Does the X1 sDrive18i use the same engine as the 1 Series 118i? — Yes, both use the B38A15 architecture. The X1 application has different engine mounts and ancillaries for SUV fitment. Verify chassis code F48/U11/U12 or F39/U10.	£1,795	£2,430	B38-USED-U11-SDRIVE18I-SUV	Group 2 base £1,995 × 0.90 = £1,795 (low output)			
BMW B38	Reconditioned BMW B38 Engine — X1 U11 (sDrive18i) SUV 2022-present	B38 U11 sDrive18i Recon	b38/bmw-x1-u11-sdrive18i-suv-2022-recon	X1 SUV (U11) 2022-present — sDrive18i (136 hp)	The B38 in the X1 (F48/U11/U12) and X2 (F39/U10) is mounted longitudinally in an SUV chassis, offering the same 136 hp output as the 118i.	Does the X1 sDrive18i use the same engine as the 1 Series 118i? — Yes, both use the B38A15 architecture. The X1 application has different engine mounts and ancillaries for SUV fitment. Verify chassis code F48/U11/U12 or F39/U10.	—	£2,430	B38-RECON-U11-SDRIVE18I-SUV	Group 2 base £2,700 × 0.90 = £2,430 (low output)			
BMW B38	Used BMW B38 Engine — X1 U12 (sDrive18i) SUV 2022-present	B38 U12 sDrive18i Used	b38/bmw-x1-u12-sdrive18i-suv-2022	X1 SUV (U12) 2022-present — sDrive18i (136 hp)	The B38 in the X1 (F48/U11/U12) and X2 (F39/U10) is mounted longitudinally in an SUV chassis, offering the same 136 hp output as the 118i.	Does the X1 sDrive18i use the same engine as the 1 Series 118i? — Yes, both use the B38A15 architecture. The X1 application has different engine mounts and ancillaries for SUV fitment. Verify chassis code F48/U11/U12 or F39/U10.	£1,795	£2,430	B38-USED-U12-SDRIVE18I-SUV	Group 2 base £1,995 × 0.90 = £1,795 (low output)			
BMW B38	Reconditioned BMW B38 Engine — X1 U12 (sDrive18i) SUV 2022-present	B38 U12 sDrive18i Recon	b38/bmw-x1-u12-sdrive18i-suv-2022-recon	X1 SUV (U12) 2022-present — sDrive18i (136 hp)	The B38 in the X1 (F48/U11/U12) and X2 (F39/U10) is mounted longitudinally in an SUV chassis, offering the same 136 hp output as the 118i.	Does the X1 sDrive18i use the same engine as the 1 Series 118i? — Yes, both use the B38A15 architecture. The X1 application has different engine mounts and ancillaries for SUV fitment. Verify chassis code F48/U11/U12 or F39/U10.	—	£2,430	B38-RECON-U12-SDRIVE18I-SUV	Group 2 base £2,700 × 0.90 = £2,430 (low output)			
BMW B38	Used BMW B38 Engine — X2 F39 (sDrive18i) SUV 2018-2023	B38 F39 sDrive18i Used	b38/bmw-x2-f39-sdrive18i-suv-2018	X2 SUV (F39) 2018-2023 — sDrive18i (136 hp)	The B38 in the X1 (F48/U11/U12) and X2 (F39/U10) is mounted longitudinally in an SUV chassis, offering the same 136 hp output as the 118i.	Does the X1 sDrive18i use the same engine as the 1 Series 118i? — Yes, both use the B38A15 architecture. The X1 application has different engine mounts and ancillaries for SUV fitment. Verify chassis code F48/U11/U12 or F39/U10.	£1,795	£2,430	B38-USED-F39-SDRIVE18I-SUV	Group 2 base £1,995 × 0.90 = £1,795 (low output)			
BMW B38	Reconditioned BMW B38 Engine — X2 F39 (sDrive18i) SUV 2018-2023	B38 F39 sDrive18i Recon	b38/bmw-x2-f39-sdrive18i-suv-2018-recon	X2 SUV (F39) 2018-2023 — sDrive18i (136 hp)	The B38 in the X1 (F48/U11/U12) and X2 (F39/U10) is mounted longitudinally in an SUV chassis, offering the same 136 hp output as the 118i.	Does the X1 sDrive18i use the same engine as the 1 Series 118i? — Yes, both use the B38A15 architecture. The X1 application has different engine mounts and ancillaries for SUV fitment. Verify chassis code F48/U11/U12 or F39/U10.	—	£2,430	B38-RECON-F39-SDRIVE18I-SUV	Group 2 base £2,700 × 0.90 = £2,430 (low output)			
BMW B38	Used BMW B38 Engine — X2 U10 (sDrive18i) SUV 2023-present	B38 U10 sDrive18i Used	b38/bmw-x2-u10-sdrive18i-suv-2023	X2 SUV (U10) 2023-present — sDrive18i (136 hp)	The B38 in the X1 (F48/U11/U12) and X2 (F39/U10) is mounted longitudinally in an SUV chassis, offering the same 136 hp output as the 118i.	Does the X1 sDrive18i use the same engine as the 1 Series 118i? — Yes, both use the B38A15 architecture. The X1 application has different engine mounts and ancillaries for SUV fitment. Verify chassis code F48/U11/U12 or F39/U10.	£1,795	£2,430	B38-USED-U10-SDRIVE18I-SUV	Group 2 base £1,995 × 0.90 = £1,795 (low output)			
BMW B38	Reconditioned BMW B38 Engine — X2 U10 (sDrive18i) SUV 2023-present	B38 U10 sDrive18i Recon	b38/bmw-x2-u10-sdrive18i-suv-2023-recon	X2 SUV (U10) 2023-present — sDrive18i (136 hp)	The B38 in the X1 (F48/U11/U12) and X2 (F39/U10) is mounted longitudinally in an SUV chassis, offering the same 136 hp output as the 118i.	Does the X1 sDrive18i use the same engine as the 1 Series 118i? — Yes, both use the B38A15 architecture. The X1 application has different engine mounts and ancillaries for SUV fitment. Verify chassis code F48/U11/U12 or F39/U10.	—	£2,430	B38-RECON-U10-SDRIVE18I-SUV	Group 2 base £2,700 × 0.90 = £2,430 (low output)			
BMW B38	Used BMW B38 Engine — 2 Series Active Tourer F45 (218i) MPV 2014-2021	B38 F45 218i Used	b38/bmw-2-series-active-tourer-f45-218i-mpv-2014	2 Series Active Tourer (F45) 2014-2021 — 218i (136 hp)	The B38 in the 2 Series Active Tourer (F45) and Gran Tourer (F46) is mounted transversely in BMW's first front-wheel-drive MPV platforms.	Does the Active Tourer B38 fit a 1 Series? — No — the Active Tourer uses transverse mounting; the 1 Series uses longitudinal mounting. The engine architecture is the same, but sump, mounts, and ancillaries differ. Verify chassis code F45/F46.	£1,705	£2,340	B38-USED-F45-218I-MPV	Group 3 base £1,895 × 0.90 = £1,705 (low output)			
BMW B38	Reconditioned BMW B38 Engine — 2 Series Active Tourer F45 (218i) MPV 2014-2021	B38 F45 218i Recon	b38/bmw-2-series-active-tourer-f45-218i-mpv-2014-recon	2 Series Active Tourer (F45) 2014-2021 — 218i (136 hp)	The B38 in the 2 Series Active Tourer (F45) and Gran Tourer (F46) is mounted transversely in BMW's first front-wheel-drive MPV platforms.	Does the Active Tourer B38 fit a 1 Series? — No — the Active Tourer uses transverse mounting; the 1 Series uses longitudinal mounting. The engine architecture is the same, but sump, mounts, and ancillaries differ. Verify chassis code F45/F46.	—	£2,340	B38-RECON-F45-218I-MPV	Group 3 base £2,600 × 0.90 = £2,340 (low output)			
BMW B38	Used BMW B38 Engine — 2 Series Gran Tourer F46 (218i) MPV 2015-2022	B38 F46 218i Used	b38/bmw-2-series-gran-tourer-f46-218i-mpv-2015	2 Series Gran Tourer (F46) 2015-2022 — 218i (136 hp)	The B38 in the 2 Series Active Tourer (F45) and Gran Tourer (F46) is mounted transversely in BMW's first front-wheel-drive MPV platforms.	Does the Active Tourer B38 fit a 1 Series? — No — the Active Tourer uses transverse mounting; the 1 Series uses longitudinal mounting. The engine architecture is the same, but sump, mounts, and ancillaries differ. Verify chassis code F45/F46.	£1,705	£2,340	B38-USED-F46-218I-MPV	Group 3 base £1,895 × 0.90 = £1,705 (low output)			
BMW B38	Reconditioned BMW B38 Engine — 2 Series Gran Tourer F46 (218i) MPV 2015-2022	B38 F46 218i Recon	b38/bmw-2-series-gran-tourer-f46-218i-mpv-2015-recon	2 Series Gran Tourer (F46) 2015-2022 — 218i (136 hp)	The B38 in the 2 Series Active Tourer (F45) and Gran Tourer (F46) is mounted transversely in BMW's first front-wheel-drive MPV platforms.	Does the Active Tourer B38 fit a 1 Series? — No — the Active Tourer uses transverse mounting; the 1 Series uses longitudinal mounting. The engine architecture is the same, but sump, mounts, and ancillaries differ. Verify chassis code F45/F46.	—	£2,340	B38-RECON-F46-218I-MPV	Group 3 base £2,600 × 0.90 = £2,340 (low output)			
BMW B38	Used BMW B38 Engine — i8 (I12) Coupé 2014-2020	B38 i8 Coupé Used	b38/bmw-i8-i12-coupe-2014	i8 Coupé (I12) 2014-2020 — i8 (228 hp)	The i8 uses the high-output B38K15T0 variant, mounted transversely as a mid-engine in BMW's hybrid sports car, producing 228 hp in combination with the electric motor.	Does the i8 use a standard B38 engine? — No — the i8 uses the high-output B38K15T0 variant with bespoke hybrid integration, cooling, and mounting. Standard B38 long-blocks are not compatible without significant modification. Verify i8-specific variant before ordering.	£3,680	£5,175	B38-USED-I12-I8-COUPE	Group 5 base £3,200 × 1.15 = £3,680 (high output)			
BMW B38	Reconditioned BMW B38 Engine — i8 (I12) Coupé 2014-2020	B38 i8 Coupé Recon	b38/bmw-i8-i12-coupe-2014-recon	i8 Coupé (I12) 2014-2020 — i8 (228 hp)	The i8 uses the high-output B38K15T0 variant, mounted transversely as a mid-engine in BMW's hybrid sports car, producing 228 hp in combination with the electric motor.	Does the i8 use a standard B38 engine? — No — the i8 uses the high-output B38K15T0 variant with bespoke hybrid integration, cooling, and mounting. Standard B38 long-blocks are not compatible without significant modification. Verify i8-specific variant before ordering.	—	£5,175	B38-RECON-I12-I8-COUPE	Group 5 base £4,500 × 1.15 = £5,175 (high output)			
BMW B38	Used BMW B38 Engine — i8 Roadster (I12) Convertible 2014-2020	B38 i8 Roadster Used	b38/bmw-i8-roadster-i12-convertible-2014	i8 Roadster (I12) 2014-2020 — i8 Roadster (228 hp)	The i8 uses the high-output B38K15T0 variant, mounted transversely as a mid-engine in BMW's hybrid sports car, producing 228 hp in combination with the electric motor.	Does the i8 use a standard B38 engine? — No — the i8 uses the high-output B38K15T0 variant with bespoke hybrid integration, cooling, and mounting. Standard B38 long-blocks are not compatible without significant modification. Verify i8-specific variant before ordering.	£3,680	£5,175	B38-USED-I12-I8-ROADSTER	Group 5 base £3,200 × 1.15 = £3,680 (high output)			
BMW B38	Reconditioned BMW B38 Engine — i8 Roadster (I12) Convertible 2014-2020	B38 i8 Roadster Recon	b38/bmw-i8-roadster-i12-convertible-2014-recon	i8 Roadster (I12) 2014-2020 — i8 Roadster (228 hp)	The i8 uses the high-output B38K15T0 variant, mounted transversely as a mid-engine in BMW's hybrid sports car, producing 228 hp in combination with the electric motor.	Does the i8 use a standard B38 engine? — No — the i8 uses the high-output B38K15T0 variant with bespoke hybrid integration, cooling, and mounting. Standard B38 long-blocks are not compatible without significant modification. Verify i8-specific variant before ordering.	—	£5,175	B38-RECON-I12-I8-ROADSTER	Group 5 base £4,500 × 1.15 = £5,175 (high output)			
